antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({22632}),frozenset({22865}),0.019371897258795595,0.030865529894236996,0.010144614720483489,0.5236768802228413,16.966398504002964,1.0,0.009546690846534046,2.0346156419179473,0.9596502175895736,0.253028263795424,0.5085066784125665,0.42617410444708503
frozenset({22745}),frozenset({22748}),0.01705158644506799,0.018670407943017484,0.013706022015972373,0.8037974683544304,43.05194995244019,1.0,0.013387661940967325,5.001615340161397,0.993716694504096,0.6225490196078433,0.8000645927386069,0.7689507572986025
frozenset({22748}),frozenset({22745}),0.018670407943017484,0.01705158644506799,0.013706022015972373,0.7341040462427746,43.05194995244019,1.0,0.013387661940967325,3.696740772717462,0.9953559500212589,0.6225490196078433,0.7294914462544521,0.7689507572986025
frozenset({22726}),frozenset({22727}),0.04257500539607166,0.047323548456723506,0.028599179797107705,0.6717363751584283,14.194547895594063,1.0,0.026584379466201444,2.9021688041221814,0.9708858874985511,0.4665492957746479,0.6554301050374395,0.6380346642040716
frozenset({22727}),frozenset({22726}),0.047323548456723506,0.04257500539607166,0.028599179797107705,0.6043329532497149,14.194547895594065,1.0,0.026584379466201444,2.419774409993214,0.9757251941029053,0.4665492957746479,0.5867383356604698,0.6380346642040716
frozenset({22728}),frozenset({22727}),0.03307791927476797,0.047323548456723506,0.021368443772933305,0.6460032626427407,13.650778179356065,1.0,0.019803079257286235,2.691201220258196,0.9584475538351314,0.36197440585009133,0.628418717830375,0.5487713006486223
frozenset({22728}),frozenset({22726}),0.03307791927476797,0.04257500539607166,0.018508525793222534,0.5595432300163132,13.142528692854647,1.0,0.017100233201608465,2.1737093396007707,0.9555176785980711,0.323890462700661,0.5399568922201611,0.4971353665924405
"frozenset({22728, 22726})",frozenset({22727}),0.018508525793222534,0.047323548456723506,0.014407511331750486,0.7784256559766763,16.4490128353019,1.0,0.013531622214512403,4.299579248412418,0.9569172049699544,0.2801678908709339,0.7674191026088795,0.5414363171559551
"frozenset({22728, 22727})",frozenset({22726}),0.021368443772933305,0.04257500539607166,0.014407511331750486,0.6742424242424242,15.83657871490571,1.0,0.013497749722812197,2.9390720764585705,0.9573113008827189,0.2908496732026144,0.6597565578572172,0.5063227330337596
"frozenset({22726, 22727})",frozenset({22728}),0.028599179797107705,0.03307791927476797,0.014407511331750486,0.5037735849056604,15.229905506479115,1.0,0.013461509971097182,1.9485502007010378,0.9618477680590629,0.30479452054794526,0.48679792820311946,0.4696681953892087
frozenset({21791}),frozenset({21790}),0.026170947550183465,0.03895963738398446,0.013490179149579106,0.5154639175257733,13.230716509124141,1.0,0.01247056852302868,1.9834237271011388,0.9492613730813985,0.26123301985370945,0.49582129812395453,0.43086215266870376
frozenset({22661}),frozenset({20724}),0.018508525793222534,0.039876969566155836,0.010198575437081804,0.5510204081632653,13.81801110159896,1.0,0.00946051151731106,2.1384558405117438,0.9451235280582688,0.2116461366181411,0.5323728547227354,0.4033857115241225
frozenset({'82494L'}),frozenset({82482}),0.04376214116123462,0.04726958774012519,0.025253615368012086,0.5770653514180024,12.207962434336096,1.0,0.02318499699669536,2.2526657852558554,0.9601023846833903,0.38392124692370794,0.556081507276757,0.555655963380234
frozenset({82482}),frozenset({'82494L'}),0.04726958774012519,0.04376214116123462,0.025253615368012086,0.5342465753424657,12.207962434336096,1.0,0.02318499699669536,2.053098932212643,0.9636369709432692,0.38392124692370794,0.5129314109952359,0.555655963380234
frozenset({82483}),frozenset({82486}),0.02746600474854306,0.03016404057845888,0.0147852363479387,0.5383104125736738,17.84609761326534,1.0,0.013956750666175504,2.1006234184917636,0.9706245183060899,0.345088161209068,0.523950846592963,0.5142357071812913
frozenset({21733}),frozenset({'85123A'}),0.036639326570256855,0.1067342974314699,0.024660047485430606,0.6730486008836524,6.305832493213269,1.0,0.020749374705592055,2.732105459657801,0.8734181078369043,0.20772727272727268,0.6339819180606406,0.4520450284499152
frozenset({22114}),frozenset({22112}),0.027735808331534644,0.0377725016188215,0.014029786315562271,0.5058365758754864,13.39166203446359,1.0,0.012982135450460057,1.947184780188684,0.9517234901850288,0.2725366876310273,0.4864380565345734,0.4386325736520289
frozenset({22386}),frozenset({'85099B'}),0.04699978415713361,0.08633714655730629,0.02946255126268077,0.6268656716417911,7.260671641791045,1.0,0.025404724009744563,2.4486164472264194,0.9047969564361614,0.28363636363636363,0.5916061083667418,0.48405783582089557
"frozenset({22386, 23203})",frozenset({'85099B'}),0.014299589898553853,0.08633714655730629,0.010360457586876754,0.7245283018867925,8.391849056603773,1.0,0.009125871798095934,3.316721317291971,0.893615080016788,0.11476389719067542,0.6984974303429033,0.42226415094339625
frozenset({21931}),frozenset({'85099B'}),0.041765594647096914,0.08633714655730629,0.02341895100366933,0.5607235142118863,6.494580103359172,1.0,0.019813028737569877,2.079926613425426,0.8829003141571036,0.22371134020618555,0.5192138061289083,0.41598675710594313
"frozenset({'85099B', 21931})",frozenset({22386}),0.02341895100366933,0.04699978415713361,0.011871357651629614,0.5069124423963134,10.785420645796188,1.0,0.010770672009270668,1.9327200639056263,0.929039371502627,0.20276497695852533,0.48259449535634896,0.37974784002708895
"frozenset({22386, 21931})",frozenset({'85099B'}),0.015162961364126915,0.08633714655730629,0.011871357651629614,0.7829181494661922,9.068149466192171,1.0,0.010562230834092216,4.208840357662245,0.9034224774732145,0.1324503311258278,0.7624048633302312,0.4602090747330961
"frozenset({21931, 22411})",frozenset({'85099B'}),0.013652061299374055,0.08633714655730629,0.010090654003885171,0.7391304347826086,8.560978260869565,1.0,0.008911973986671784,3.5023742715303254,0.895415182321082,0.11224489795918366,0.7144794009798785,0.4280027173913043
frozenset({21977}),frozenset({21212}),0.036099719404273686,0.0555255773796676,0.018076840060436004,0.5007473841554559,9.018319264498455,1.0,0.01607238229726972,1.8917766129730613,0.9224134603253119,0.2457813646368305,0.47139636194760376,0.413153089551003
frozenset({84991}),frozenset({21212}),0.03545219080509389,0.0555255773796676,0.01780703647744442,0.502283105022831,9.04597716451225,1.0,0.015838533113617437,1.8976137482004842,0.9221457088366178,0.24336283185840704,0.47302236772456746,0.4114914067388208
frozenset({'85099C'}),frozenset({'85099B'}),0.03502050507230736,0.08633714655730629,0.019533779408590544,0.5577812018489984,6.460500770416023,1.0,0.016510208929651854,2.066087776600377,0.8758872511719052,0.19183889772125065,0.5159934581068768,0.39201560092449916
frozenset({21929}),frozenset({'85099B'}),0.032484351392186486,0.08633714655730629,0.017860997194042737,0.5498338870431894,6.3684509966777405,1.0,0.015056390987076496,2.029612685507386,0.87127887403683,0.17691074291822553,0.5072951567850452,0.37835444352159464
frozenset({21975}),frozenset({21212}),0.028545219080509387,0.0555255773796676,0.014407511331750486,0.504725897920605,9.089971176156123,1.0,0.012822521560876097,1.9069731662830378,0.9161400690396794,0.20681642137877618,0.4756087722255985,0.38210055828974854
frozenset({20723}),frozenset({20724}),0.02654867256637168,0.039876969566155836,0.015972372113101662,0.6016260162601627,15.087054578258911,1.0,0.014913691505150622,2.410104749864548,0.9591830466830468,0.3165775401069519,0.5850802750145189,0.5010836441246687
frozenset({'84997B'}),frozenset({'84997D'}),0.017591193611051156,0.022879343837686163,0.010360457586876754,0.5889570552147239,25.741868271790715,1.0,0.009957982619734206,2.3771741336486136,0.9783633600644476,0.3440860215053763,0.5793324578771406,0.5208936219469846
frozenset({21094}),frozenset({21080}),0.017537232894452838,0.03949924454996762,0.012357004101014462,0.7046153846153846,17.83870533837747,1.0,0.011664296650186732,3.2516952658464637,0.9607917488426999,0.2765700483091788,0.6924681071737252,0.5087284573350147
frozenset({'84997C'}),frozenset({'84997D'}),0.01661990071228146,0.022879343837686163,0.012303043384416144,0.7402597402597402,32.35493751531487,1.0,0.011922790961471651,3.7619145262249067,0.9854712505583537,0.4523809523809524,0.7341779051520602,0.638997794658172
frozenset({'84997D'}),frozenset({'84997C'}),0.022879343837686163,0.01661990071228146,0.012303043384416144,0.5377358490566038,32.35493751531487,1.0,0.011922790961471651,2.1273120515203705,0.991784187661555,0.4523809523809524,0.5299232196398694,0.638997794658172
frozenset({22411}),frozenset({'85099B'}),0.042628966112669975,0.08633714655730629,0.021368443772933305,0.5012658227848101,5.805911392405063,1.0,0.017687980478077275,1.8319635893901727,0.8646195923842187,0.19859578736208625,0.4541376227172278,0.3743829113924051
"frozenset({22386, 22411})",frozenset({'85099B'}),0.013166414849989207,0.08633714655730629,0.010144614720483489,0.7704918032786886,8.92422131147541,1.0,0.009007864031945676,3.9809595757145955,0.8997924461569963,0.11352657004830918,0.748804281736396,0.4439959016393443
frozenset({22470}),frozenset({22469}),0.04322253399525146,0.05185624865098209,0.021962011655514785,0.5081148564294632,9.798527075287005,1.0,0.019720653185331498,1.9275714335801102,0.9385085630644255,0.3003690036900369,0.48121248189350696,0.46581601302222375
frozenset({22662}),frozenset({22382}),0.03226850852579322,0.053313187999136626,0.01921001510900065,0.5953177257525084,11.166425195997457,1.0,0.017489678047513293,2.3393335271756874,0.9408041721017014,0.28943089430894314,0.5725278211152237,0.4778208061960923
frozenset({22662}),frozenset({20725}),0.03226850852579322,0.06955536369522987,0.016673861428879777,0.5167224080267558,7.42893690112633,1.0,0.014429413582465604,1.9252799048797666,0.8942472633384618,0.1958174904942966,0.48059500467156757,0.37822156087916536
frozenset({22662}),frozenset({22383}),0.03226850852579322,0.056281027412044035,0.01618821497949493,0.5016722408026756,8.913700830829514,1.0,0.014372110166608984,1.893771629555697,0.9174168246533586,0.2237136465324385,0.4719532258308184,0.39465203602933396
"frozenset({22662, 22382})",frozenset({20725}),0.01921001510900065,0.06955536369522987,0.011547593352039715,0.6011235955056179,8.642375850977588,1.0,0.010211433764542314,2.3326640177781557,0.9016110388969331,0.1495457721872816,0.5713056006443259,0.38357188309027984
"frozenset({20725, 22662})",frozenset({22382}),0.016673861428879777,0.053313187999136626,0.011547593352039715,0.6925566343042071,12.990343670977294,1.0,0.010658656643010295,3.0792234200870188,0.9386710129593853,0.1975992613111727,0.6752427922324195,0.45457791229380395
"frozenset({22662, 22382})",frozenset({20726}),0.01921001510900065,0.04424778761061947,0.010090654003885171,0.5252808988764044,11.87134831460674,1.0,0.009240653335345319,2.013300518406032,0.9336999604579348,0.18907987866531847,0.5033031627132749,0.3766648396821046
"frozenset({22662, 20726})",frozenset({22382}),0.013652061299374055,0.053313187999136626,0.010090654003885171,0.7391304347826086,13.863932406266501,1.0,0.009362819093255904,3.6289661126699757,0.9407130651374286,0.1774193548387097,0.7244394218759292,0.4642008449216687
"frozenset({22662, 22382})",frozenset({22383}),0.01921001510900065,0.056281027412044035,0.011061946902654867,0.5758426966292134,10.231559783252715,1.0,0.009980787515719422,2.2249268492802137,0.9199351597389214,0.17169179229480735,0.5505470212094793,0.3861955573270707
"frozenset({22662, 22383})",frozenset({22382}),0.01618821497949493,0.053313187999136626,0.011061946902654867,0.6833333333333332,12.817341430499324,1.0,0.010198901554082615,2.989537301055357,0.9371515106112009,0.18928901200369347,0.6655000759993919,0.4454116059379217
"frozenset({20725, 22662})",frozenset({22383}),0.016673861428879777,0.056281027412044035,0.010954025469458234,0.6569579288025889,11.672813362003428,1.0,0.010015603417314826,2.751029835185644,0.9298347862780456,0.1766753698868581,0.6364997619400524,0.42579440064290514
"frozenset({22662, 22383})",frozenset({20725}),0.01618821497949493,0.06955536369522987,0.010954025469458234,0.6766666666666665,9.728461339539693,1.0,0.009828048288982896,2.877663823622999,0.9119720212607293,0.14646464646464646,0.6524958920528136,0.41707654512542014
frozenset({22191}),frozenset({22193}),0.021098640189941724,0.022447658104899633,0.010792143319663286,0.5115089514066496,22.786740114105843,1.0,0.01031852825820118,2.001167359586305,0.97672234165702,0.3294892915980231,0.5002916696548925,0.49613909108794024
frozenset({22192}),frozenset({22193}),0.018238722210230953,0.022447658104899633,0.010144614720483489,0.5562130177514792,24.778220300409647,1.0,0.009735198120037985,2.2027512770702926,0.9774697761010761,0.33215547703180215,0.5460222811310672,0.5040680473372781
frozenset({22910}),frozenset({22086}),0.03761061946902655,0.0528815022663501,0.024336283185840708,0.6470588235294117,12.236014405762303,1.0,0.02234737712715055,2.6835024102453406,0.9541606137064504,0.36786296900489385,0.6273526730655798,0.5536314525810324
frozenset({21094}),frozenset({21086}),0.017537232894452838,0.01537880423052018,0.012734729117202677,0.7261538461538461,47.217835357624836,1.0,0.012465027445773848,3.5955268384840555,0.9962937983435316,0.6310160427807487,0.7218766414710953,0.7771120107962213
frozenset({21086}),frozenset({21094}),0.01537880423052018,0.017537232894452838,0.012734729117202677,0.8280701754385965,47.217835357624836,1.0,0.012465027445773848,5.714324257654714,0.9941097816868899,0.6310160427807487,0.8250011803827139,0.7771120107962213
frozenset({21086}),frozenset({21080}),0.01537880423052018,0.03949924454996762,0.010360457586876754,0.6736842105263159,17.05562266321542,1.0,0.00975300643768936,2.9434700570242933,0.9560715460075628,0.23272727272727273,0.6602649319929037,0.46798964624676453
frozenset({22866}),frozenset({22865}),0.025415497517807036,0.030865529894236996,0.015162961364126915,0.5966029723991507,19.329101895980877,1.0,0.014378498565714135,2.4024333443148125,0.9729936567279608,0.368766404199475,0.5837553610523977,0.543930856828946
frozenset({22866}),frozenset({22867}),0.025415497517807036,0.025577379667601985,0.012950571983595942,0.5095541401273885,19.922061866752667,1.0,0.012300510154141995,1.9868097583400843,0.9745736670173302,0.3404255319148936,0.49668054739399514,0.5079416270257195
frozenset({22867}),frozenset({22866}),0.025577379667601985,0.025415497517807036,0.012950571983595942,0.5063291139240507,19.92206186675267,1.0,0.012300510154141995,1.974158351181878,0.9747355742607154,0.3404255319148936,0.49345502127459756,0.5079416270257195
frozenset({22867}),frozenset({22865}),0.025577379667601985,0.030865529894236996,0.014407511331750486,0.5632911392405063,18.249845091617242,1.0,0.013618051955003867,2.2191774822711676,0.9700154682602002,0.3427471116816432,0.5493825942319078,0.5150371780118616
frozenset({22730}),frozenset({22727}),0.025253615368012086,0.047323548456723506,0.016943665011871358,0.670940170940171,14.17772320166847,1.0,0.01574857432129578,2.895146618975672,0.9535473306516673,0.3045586808923376,0.6545943499214528,0.5144894697346237
frozenset({22730}),frozenset({22726}),0.025253615368012086,0.04257500539607166,0.014839197064537017,0.5876068376068376,13.801685569746407,1.0,0.013764024253973583,2.321631593132842,0.951575811256945,0.28004073319755596,0.5692684390762507,0.46807464820772804
frozenset({22730}),frozenset({22728}),0.025253615368012086,0.03307791927476797,0.012626807684006043,0.5,15.115823817292005,1.0,0.011791470633466899,1.933844161450464,0.95803808680248,0.2762691853600944,0.48289525085105195,0.4408646003262643
"frozenset({22730, 22726})",frozenset({22727}),0.014839197064537017,0.047323548456723506,0.011601554068638031,0.7818181818181819,16.5207007359801,1.0,0.010899310607295544,4.366433736240018,0.9536208475627698,0.22945570971184628,0.7709801498416622,0.5134860578418161
"frozenset({22730, 22727})",frozenset({22726}),0.016943665011871358,0.04257500539607166,0.011601554068638031,0.6847133757961783,16.08252000032291,1.0,0.010880177439328377,3.0366812960165,0.9539846867524324,0.2421171171171171,0.6706931342081258,0.47860510361418546
frozenset({22729}),frozenset({22727}),0.019371897258795595,0.047323548456723506,0.01327433628318584,0.6852367688022285,14.479826453184605,1.0,0.012357589364560558,3.0266446557879325,0.9493286967756598,0.24848484848484845,0.6696011214637723,0.48286923958925565
frozenset({22729}),frozenset({22726}),0.019371897258795595,0.04257500539607166,0.011871357651629614,0.6128133704735377,14.393735591401267,1.0,0.011046599021304246,2.4727739069266934,0.9489074701230097,0.23706896551724138,0.595595862121152,0.44582366876021623
frozenset({22835}),frozenset({22112}),0.027250161882149796,0.0377725016188215,0.01554068638031513,0.5702970297029702,15.09820650636492,1.0,0.01451137959650848,2.2392851920852306,0.9599250815135322,0.3140676117775354,0.5534289229730509,0.4908628005657708
"frozenset({20725, 22382})",frozenset({22383}),0.025199654651413772,0.056281027412044035,0.014623354198143751,0.5802997858672376,10.31075324227387,1.0,0.01320509174393349,2.2485548989723236,0.9263577711891151,0.21872477804681195,0.5552699200464091,0.420063603384242
"frozenset({20725, 22383})",frozenset({22382}),0.028005611914526225,0.053313187999136626,0.014623354198143751,0.5221579961464354,9.794161927718362,1.0,0.013130285745113754,1.9811711912437422,0.9237690778062502,0.21925566343042074,0.4952480611368982,0.39822474706107197
"frozenset({22382, 22383})",frozenset({20725}),0.02412044031944744,0.06955536369522987,0.014623354198143751,0.6062639821029083,8.716279376517532,1.0,0.012945648199235498,2.3631179115240473,0.9071530809308647,0.18498293515358363,0.5768302567030735,0.408252239305915
"frozenset({20725, 22382})",frozenset({20727}),0.025199654651413772,0.05676667386142888,0.013867904165767322,0.550321199143469,9.69444150430301,1.0,0.012437403588749877,2.0975712538414895,0.9200326102993837,0.20364500792393023,0.5232581500301354,0.39730888854511853
"frozenset({22382, 20727})",frozenset({20725}),0.022555579538096265,0.06955536369522987,0.013867904165767322,0.6148325358851675,8.839469786674883,1.0,0.01229904262763835,2.4156885588533785,0.9073365442985605,0.17724137931034484,0.5860393524922534,0.40710594986655585
"frozenset({22382, 20727})",frozenset({22383}),0.022555579538096265,0.056281027412044035,0.01359810058277574,0.6028708133971292,10.711794740053305,1.0,0.012328649392497604,2.376352593625094,0.9275667684909157,0.20843672456575682,0.5791870269241008,0.4222407758260814
"frozenset({22383, 20727})",frozenset({22382}),0.025091733218217137,0.053313187999136626,0.01359810058277574,0.5419354838709678,10.165129946454227,1.0,0.012260380292488748,2.066710645917378,0.9248300637573899,0.20982514571190677,0.5161393289498846,0.39849810630795357
"frozenset({22382, 22383})",frozenset({20727}),0.02412044031944744,0.05676667386142888,0.01359810058277574,0.563758389261745,9.93115063669074,1.0,0.012228863413767607,2.1621810091484175,0.9215345524441461,0.20208500400962312,0.5375040314530125,0.4016510577487432
"frozenset({23209, 22382})",frozenset({20725}),0.016673861428879777,0.06955536369522987,0.010036693287286855,0.6019417475728155,8.654138453079455,1.0,0.008876936791397257,2.3374584765705197,0.8994455783456922,0.13172804532577906,0.5721849136472433,0.37311982646290115
frozenset({22384}),frozenset({20725}),0.050237427153032595,0.06955536369522987,0.028221454780919492,0.5617615467239527,8.076466240409847,1.0,0.024727172264177692,2.1231469519601496,0.9225289541714071,0.30819092516205066,0.529001042967482,0.4837512155652347
"frozenset({22384, 22382})",frozenset({20725}),0.01980358299158213,0.06955536369522987,0.013544139866177423,0.6839237057220708,9.832796054648114,1.0,0.01216669444872926,2.943734323481471,0.9164484917472966,0.17864768683274024,0.6602954308671006,0.439324149214798
"frozenset({20725, 22382})",frozenset({22384}),0.025199654651413772,0.050237427153032595,0.013544139866177423,0.5374732334047109,10.698661612734803,1.0,0.012278174051345445,2.0534218588867303,0.9299651656314128,0.21883173496076724,0.5130080087186013,0.40353790563898273
"frozenset({22384, 22382})",frozenset({20727}),0.01980358299158213,0.05676667386142888,0.012141161234621195,0.6130790190735694,10.799981351208544,1.0,0.011016977697650311,2.437793173893349,0.9257402208153653,0.18844221105527637,0.5897929280017957,0.41347867303488356
"frozenset({22382, 20727})",frozenset({22384}),0.022555579538096265,0.050237427153032595,0.012141161234621195,0.5382775119617225,10.71467116184172,1.0,0.011008026950681652,2.056998732901722,0.9275924085728658,0.2001779359430605,0.5138548293662087,0.3899765647885948
"frozenset({22384, 22382})",frozenset({22383}),0.01980358299158213,0.056281027412044035,0.010684221886466653,0.5395095367847411,9.585993035181996,1.0,0.009569655889260729,2.049377887217632,0.9137771883436623,0.1633663366336634,0.5120470430381853,0.364673272706848
"frozenset({22384, 20728})",frozenset({22382}),0.023041225987481113,0.053313187999136626,0.011979279084826246,0.5199063231850117,9.751927106543155,1.0,0.010750877872025073,1.9718793596310666,0.9186223506024667,0.18608549874266553,0.49286958397541253,0.37230133973015767
"frozenset({22384, 22382})",frozenset({20728}),0.01980358299158213,0.052126052233973666,0.011979279084826246,0.6049046321525885,11.604650769204731,1.0,0.010946996483387202,2.399101647104356,0.9322903415388963,0.19981998199819984,0.5831773108876107,0.4173591483744309
"frozenset({20728, 22382})",frozenset({22384}),0.021098640189941724,0.050237427153032595,0.011979279084826246,0.567774936061381,11.301831487743836,1.0,0.010919337685256002,2.1973796803737526,0.931165082727841,0.20181818181818179,0.5449125115101138,0.40311410605432096
"frozenset({22384, 20725})",frozenset({20727}),0.028221454780919492,0.05676667386142888,0.01661990071228146,0.5889101338432122,10.374223004165787,1.0,0.01501786259283794,2.2944699049789428,0.9298489283496781,0.2430939226519337,0.5641694851477351,0.4408428996212259
"frozenset({22384, 20727})",frozenset({20725}),0.025037772501618823,0.06955536369522987,0.01661990071228146,0.6637931034482758,9.543377651748214,1.0,0.014878389339812937,2.7674763541372647,0.9182051068258729,0.21314878892733563,0.6386599659631994,0.45136901099489046
"frozenset({20725, 20727})",frozenset({22384}),0.027897690481329594,0.050237427153032595,0.01661990071228146,0.5957446808510638,11.858582626779715,1.0,0.015218392518987814,2.349412680200393,0.9419511518179295,0.27017543859649124,0.5743617081718035,0.46328587426011836
"frozenset({22384, 20727})",frozenset({22383}),0.025037772501618823,0.056281027412044035,0.013112454133390891,0.5237068965517241,9.305212087149137,1.0,0.01170330257289076,1.9813828202751653,0.9154542829056395,0.19224683544303794,0.49530197306287094,0.3783443399345389
"frozenset({22384, 22383})",frozenset({20727}),0.021584286639326572,0.05676667386142888,0.013112454133390891,0.6074999999999999,10.701701520912545,1.0,0.011887185973204643,2.4031422322001808,0.9265559649901636,0.20099255583126546,0.5838781464530892,0.4192442965779467
"frozenset({22383, 20727})",frozenset({22384}),0.025091733218217137,0.050237427153032595,0.013112454133390891,0.5225806451612903,10.402217525380271,1.0,0.01185191001369738,1.9893675512335127,0.9271299490852636,0.21075455333911533,0.4973276811618108,0.3917951560929975
"frozenset({22384, 20725})",frozenset({22383}),0.028221454780919492,0.056281027412044035,0.0151090006475286,0.5353728489483748,9.512492460892886,1.0,0.013520668177395908,2.0311317805082347,0.9208631795213504,0.21772939346811818,0.5076636535371537,0.40191461239365045
"frozenset({22384, 22383})",frozenset({20725}),0.021584286639326572,0.06955536369522987,0.0151090006475286,0.7,10.063925523661753,1.0,0.013607697740228148,3.1014821210159,0.9205036084586051,0.198722498225692,0.6775735080902395,0.458611326609775
"frozenset({20725, 22383})",frozenset({22384}),0.028005611914526225,0.050237427153032595,0.0151090006475286,0.5394990366088632,10.73898619380822,1.0,0.013702070759096487,2.062455126809942,0.933010881030367,0.2393162393162393,0.5151409662198428,0.42012545815405566
"frozenset({22384, 20728})",frozenset({22383}),0.023041225987481113,0.056281027412044035,0.012518886250809411,0.5433255269320844,9.653795460311972,1.0,0.011222102379400885,2.0665025707438835,0.9175554000133321,0.18739903069466882,0.5160906092461196,0.3828804048850259
"frozenset({22384, 22383})",frozenset({20728}),0.021584286639326572,0.052126052233973666,0.012518886250809411,0.58,11.12687370600414,1.0,0.011393782598014815,2.256842732776253,0.9302053142852796,0.20458553791887124,0.5569031082773539,0.4100828157349896
"frozenset({20728, 22383})",frozenset({22384}),0.024390243902439025,0.050237427153032595,0.012518886250809411,0.5132743362831859,10.216970998925886,1.0,0.011293583149515934,1.9513303769401331,0.9246767241379311,0.20156385751520417,0.4875291176637691,0.38123437544556715
"frozenset({22384, 20728})",frozenset({20725}),0.023041225987481113,0.06955536369522987,0.015055039930930283,0.6533957845433256,9.393895018740816,1.0,0.013452399077387052,2.684458511500925,0.9146218939895611,0.19415448851774533,0.627485395763899,0.43492132128640293
"frozenset({22384, 20725})",frozenset({20728}),0.028221454780919492,0.052126052233973666,0.015055039930930283,0.5334608030592735,10.234053418524281,1.0,0.013583966904901348,2.03171342082636,0.9284903545837595,0.23057851239669425,0.5078045999256778,0.4111403394178355
"frozenset({20728, 20725})",frozenset({22384}),0.024767968918627238,0.050237427153032595,0.015055039930930283,0.607843137254902,12.099408184326363,1.0,0.013810760896652173,2.421894560759767,0.9406493022027156,0.25112511251125114,0.5871001090624308,0.4537604515490407
"frozenset({22384, 20728})",frozenset({20727}),0.023041225987481113,0.05676667386142888,0.014029786315562271,0.6088992974238876,10.72635150176757,1.0,0.012721812554563451,2.4117403009650893,0.9281575425403098,0.2132895816242822,0.5853616578866983,0.4280237931986358
"frozenset({22384, 20727})",frozenset({20728}),0.025037772501618823,0.052126052233973666,0.014029786315562271,0.5603448275862069,10.749803669593774,1.0,0.01272466607832054,2.1559485870756676,0.9302668551284891,0.2222222222222222,0.5361670468420576,0.4147479831512815
"frozenset({20728, 20727})",frozenset({22384}),0.022717461687891214,0.050237427153032595,0.014029786315562271,0.6175771971496438,12.293169299223628,1.0,0.012888519488915028,2.483540640798592,0.9400086220444015,0.2380952380952381,0.5973490493481733,0.4484233998637585
"frozenset({22384, 20725, 20728})",frozenset({20727}),0.015055039930930283,0.05676667386142888,0.01041441830347507,0.6917562724014337,12.185957452607765,1.0,0.009559793761745162,3.060024395263504,0.9319691645549643,0.1695957820738137,0.6732052196878358,0.4376081742235305
"frozenset({22384, 20728, 20727})",frozenset({20725}),0.014029786315562271,0.06955536369522987,0.01041441830347507,0.7423076923076922,10.672184758608342,1.0,0.009438571413729778,3.6106806781976144,0.9191945772801104,0.14233038348082597,0.723043910795462,0.4460180819955839
"frozenset({22384, 20725, 20727})",frozenset({20728}),0.01661990071228146,0.052126052233973666,0.01041441830347507,0.6266233766233765,12.021308918824445,1.0,0.00954808849082323,2.5386537035820522,0.9323092704717802,0.17853839037927843,0.6060904255712407,0.4132081686429512
"frozenset({20728, 20725, 20727})",frozenset({22384}),0.014137707748758903,0.050237427153032595,0.01041441830347507,0.7366412213740458,14.66319561171194,1.0,0.00970417624033593,3.606344841824716,0.9451645013910513,0.19299999999999998,0.7227109320211247,0.4719725977976566
"frozenset({22384, '85099B'})",frozenset({20725}),0.01494711849773365,0.06955536369522987,0.010090654003885171,0.6750902527075812,9.705797178570128,1.0,0.00905100174057961,2.8637018250713475,0.9105793299616104,0.135605511240029,0.6508016333107287,0.41008197662531887
"frozenset({22384, 23209})",frozenset({20725}),0.01672782214547809,0.06955536369522987,0.011547593352039715,0.6903225806451613,9.924792912735555,1.0,0.010384083598881867,3.0045608047341537,0.9145405010067937,0.15451263537906137,0.6671726535125053,0.42817137566005153
